name,url,status,owner,repo,kind,archived,disabled,default_branch,pushed_at,last_pr_number,last_pr_created_at,last_pr_merged_at,latest_release_tag,latest_release_at,pushed_last_active_window,pr_last_active_window,release_last_active_window,last_event_at,classification,contributors_count,error
github_com_oeg_upm_ewot,https://github.com/oeg-upm/eWoT,processed,oeg-upm,eWoT,project,False,False,master,2020-10-15T13:42:32+00:00,1,2019-12-03T10:13:26+00:00,2019-12-03T10:13:50+00:00,v.0.1.0,2019-12-03T10:40:50+00:00,False,False,False,2020-10-15T13:42:32+00:00,inactive,0,
github_com_oeg_upm_fair_by_design_web,https://github.com/oeg-upm/fair-by-design-web,processed,oeg-upm,fair-by-design-web,project,False,False,main,2026-01-14T15:47:24+00:00,,,,v1.0.0,2026-01-14T15:47:24+00:00,False,False,False,2026-01-14T15:47:24+00:00,low_activity,0,
github_com_oeg_upm_fair_ontologies,https://github.com/oeg-upm/fair_ontologies,processed,oeg-upm,fair_ontologies,project,False,False,main,2026-09-04T13:45:49+00:00,271,2026-08-07T10:26:51+00:00,,v0.4.0,2026-05-04T12:55:12+00:00,True,True,True,2026-09-04T13:45:49+00:00,active,6,
github_com_oeg_upm_fair_research_object,https://github.com/oeg-upm/FAIR-Research-Object,processed,oeg-upm,FAIR-Research-Object,project,False,False,main,2026-04-30T17:51:05+00:00,27,2025-09-17T09:55:56+00:00,2025-09-17T14:34:07+00:00,v0.0.3,2026-04-30T17:51:05+00:00,True,False,True,2026-04-30T17:51:05+00:00,active,4,
github_com_oeg_upm_fair_research_object_api,https://github.com/oeg-upm/FAIR-Research-Object-API,processed,oeg-upm,FAIR-Research-Object-API,project,False,False,main,2022-09-28T12:59:56+00:00,,,,,,False,False,False,2022-09-28T12:59:56+00:00,inactive,0,
github_com_oeg_upm_fairos_damalos_2023,https://github.com/oeg-upm/FAIROS_DAMALOS_2023,processed,oeg-upm,FAIROS_DAMALOS_2023,project,False,False,main,2023-04-14T07:30:29+00:00,,,,v0.0.1,2023-04-14T07:26:18+00:00,False,False,False,2023-04-14T07:30:29+00:00,inactive,0,
github_com_oeg_upm_fcm_cpp,https://github.com/oeg-upm/fcm-cpp,processed,oeg-upm,fcm-cpp,project,False,False,master,2018-11-28T09:15:52+00:00,,,,,,False,False,False,2018-11-28T09:15:52+00:00,inactive,0,
github_com_oeg_upm_find_chatgpt_mentions,https://github.com/oeg-upm/find_ChatGPT_mentions,processed,oeg-upm,find_ChatGPT_mentions,project,False,False,master,2024-05-24T13:26:45+00:00,,,,,,False,False,False,2024-05-24T13:26:45+00:00,inactive,0,
github_com_oeg_upm_foops_documentation_scripts,https://github.com/oeg-upm/foops_documentation_scripts,processed,oeg-upm,foops_documentation_scripts,project,False,False,main,2025-01-16T09:49:29+00:00,19,2025-01-15T14:09:03+00:00,2025-01-16T09:49:29+00:00,,,False,False,False,2025-01-16T09:49:29+00:00,low_activity,0,
github_com_oeg_upm_fuzzy_c_means,https://github.com/oeg-upm/fuzzy-c-means,processed,oeg-upm,fuzzy-c-means,project,False,False,master,2026-01-06T17:55:11+00:00,7,2026-01-06T17:55:11+00:00,,v1.0.3,2022-06-15T18:40:42+00:00,False,False,False,2026-01-06T17:55:11+00:00,low_activity,0,
github_com_oeg_upm_gap_kge,https://github.com/oeg-upm/GAP-KGE,processed,oeg-upm,GAP-KGE,project,False,False,main,2026-07-21T20:39:29+00:00,,,,,,True,False,False,2026-07-21T20:39:29+00:00,active,4,
github_com_oeg_upm_geni,https://github.com/oeg-upm/GEnI,processed,oeg-upm,GEnI,project,False,False,main,2023-04-14T10:44:09+00:00,,,,,,False,False,False,2023-04-14T10:44:09+00:00,inactive,0,
github_com_oeg_upm_geo_agreement,https://github.com/oeg-upm/geo-agreement,processed,oeg-upm,geo-agreement,project,False,False,master,2020-02-13T10:50:46+00:00,,,,,,False,False,False,2020-02-13T10:50:46+00:00,inactive,0,
github_com_oeg_upm_geo_linkeddata_es_triplegeokettle,https://github.com/oeg-upm/geo.linkeddata.es-TripleGeoKettle,processed,oeg-upm,geo.linkeddata.es-TripleGeoKettle,project,False,False,master,2017-11-08T15:13:36+00:00,3,2016-09-08T14:16:32+00:00,2017-07-10T05:56:01+00:00,,,False,False,False,2017-11-08T15:13:36+00:00,inactive,0,
github_com_oeg_upm_github_action_morph_kgc,https://github.com/oeg-upm/github-action-morph-kgc,processed,oeg-upm,github-action-morph-kgc,project,False,False,main,2022-05-29T09:32:22+00:00,11,2022-04-04T16:27:46+00:00,2022-04-04T16:27:53+00:00,v0.1.0,2022-04-05T17:00:17+00:00,False,False,False,2022-05-29T09:32:22+00:00,inactive,0,
github_com_oeg_upm_github_action_pretty_yarrrml2rml,https://github.com/oeg-upm/github-action-pretty-yarrrml2rml,processed,oeg-upm,github-action-pretty-yarrrml2rml,project,False,False,main,2022-05-29T09:31:37+00:00,1,2022-04-10T15:44:52+00:00,,v0.1.0,2022-04-24T17:47:03+00:00,False,False,False,2022-05-29T09:31:37+00:00,inactive,0,
github_com_oeg_upm_github_action_sparql,https://github.com/oeg-upm/github-action-sparql,processed,oeg-upm,github-action-sparql,project,False,False,main,2022-05-29T09:32:02+00:00,3,2022-03-19T16:07:54+00:00,,v0.1,2022-03-19T16:50:51+00:00,False,False,False,2022-05-29T09:32:02+00:00,inactive,0,
github_com_oeg_upm_grower,https://github.com/oeg-upm/GrOwEr,processed,oeg-upm,GrOwEr,project,False,False,main,2026-05-21T20:35:24+00:00,10,2026-05-20T20:35:17+00:00,2026-05-21T20:35:25+00:00,,,True,True,False,2026-05-21T20:35:25+00:00,active,3,
github_com_oeg_upm_gtfs_bench,https://github.com/oeg-upm/gtfs-bench,processed,oeg-upm,gtfs-bench,project,False,False,master,2025-03-20T12:34:44+00:00,150,2025-03-20T12:25:40+00:00,2025-03-20T12:34:44+00:00,v1.3.2,2025-02-21T07:54:26+00:00,False,False,False,2025-03-20T12:34:44+00:00,low_activity,0,
github_com_oeg_upm_gtfs_homogeneisation_analysis,https://github.com/oeg-upm/gtfs-homogeneisation-analysis,processed,oeg-upm,gtfs-homogeneisation-analysis,project,False,False,main,2026-01-30T14:25:24+00:00,,,,,,False,False,False,2026-01-30T14:25:24+00:00,low_activity,0,
github_com_oeg_upm_hcommonk_anonymizer,https://github.com/oeg-upm/hcommonk-anonymizer,processed,oeg-upm,hcommonk-anonymizer,project,False,False,main,2022-07-13T14:58:08+00:00,,,,,,False,False,False,2022-07-13T14:58:08+00:00,inactive,0,
github_com_oeg_upm_helio,https://github.com/oeg-upm/helio,processed,oeg-upm,helio,project,False,False,master,2023-09-06T08:05:31+00:00,2,2020-08-12T07:53:14+00:00,,publisher-0.3.13,2020-09-04T15:58:17+00:00,False,False,False,2023-09-06T08:05:31+00:00,inactive,0,
github_com_oeg_upm_helio_framework,https://github.com/oeg-upm/helio-framework,processed,oeg-upm,helio-framework,project,False,False,master,2022-05-20T21:53:58+00:00,12,2022-05-20T21:53:58+00:00,,0.2.0,2019-02-12T16:53:19+00:00,False,False,False,2022-05-20T21:53:58+00:00,inactive,0,
github_com_oeg_upm_helio_materialiser,https://github.com/oeg-upm/helio-materialiser,processed,oeg-upm,helio-materialiser,project,False,False,master,2021-10-22T12:13:30+00:00,1,2020-07-17T15:13:38+00:00,2020-07-17T15:13:53+00:00,,,False,False,False,2021-10-22T12:13:30+00:00,inactive,0,
github_com_oeg_upm_helio_plugins,https://github.com/oeg-upm/helio-plugins,processed,oeg-upm,helio-plugins,project,False,False,master,2022-05-20T21:59:24+00:00,24,2022-05-20T21:59:24+00:00,,#1.0.0,2020-10-29T15:41:05+00:00,False,False,False,2022-05-20T21:59:24+00:00,inactive,0,
github_com_oeg_upm_helio_publisher,https://github.com/oeg-upm/helio-publisher,processed,oeg-upm,helio-publisher,project,False,False,master,2022-09-29T11:15:54+00:00,,,,,,False,False,False,2022-09-29T11:15:54+00:00,inactive,0,
github_com_oeg_upm_hola_si_protocol,https://github.com/oeg-upm/hola-si-protocol,failed,oeg-upm,hola-si-protocol,project,False,False,main,2023-02-27T18:34:27+00:00,,,,,,False,False,False,2023-02-27T18:34:27+00:00,inactive,0,
github_com_oeg_upm_hydrontology,https://github.com/oeg-upm/hydrontology,processed,oeg-upm,hydrontology,project,False,False,master,2017-12-01T09:58:33+00:00,,,,,,False,False,False,2017-12-01T09:58:33+00:00,inactive,0,
github_com_oeg_upm_iebrain,https://github.com/oeg-upm/IEBrain,processed,oeg-upm,IEBrain,project,False,False,master,2020-10-19T10:03:06+00:00,1,2020-10-19T10:02:33+00:00,2020-10-19T10:03:06+00:00,,,False,False,False,2020-10-19T10:03:06+00:00,inactive,0,
github_com_oeg_upm_inelod_catalogue,https://github.com/oeg-upm/INELOD-Catalogue,processed,oeg-upm,INELOD-Catalogue,project,False,False,master,2026-07-27T09:41:41+00:00,,,,,,True,False,False,2026-07-27T09:41:41+00:00,active,1,
github_com_oeg_upm_inesdata_ai_services,https://github.com/oeg-upm/inesdata-ai-services,processed,oeg-upm,inesdata-ai-services,project,False,False,develop,2025-06-04T10:45:24+00:00,,,,,,False,False,False,2025-06-04T10:45:24+00:00,low_activity,0,
github_com_oeg_upm_inesdata_map_editor,https://github.com/oeg-upm/inesdata-map-editor,processed,oeg-upm,inesdata-map-editor,project,False,False,main,2024-09-26T10:51:19+00:00,,,,,,False,False,False,2024-09-26T10:51:19+00:00,inactive,0,
github_com_oeg_upm_inesdata_ml_schema,https://github.com/oeg-upm/inesdata-ml-schema,processed,oeg-upm,inesdata-ml-schema,project,False,False,main,2024-05-06T10:18:57+00:00,,,,0.0.1,2023-12-30T16:45:52+00:00,False,False,False,2024-05-06T10:18:57+00:00,inactive,0,
github_com_oeg_upm_inesdata_website,https://github.com/oeg-upm/inesdata-website,processed,oeg-upm,inesdata-website,project,False,False,main,2026-09-09T15:34:54+00:00,,,,,,True,False,False,2026-09-09T15:34:54+00:00,active,7,
github_com_oeg_upm_instituto_estudios_fiscales_ontologias,https://github.com/oeg-upm/Instituto-Estudios-Fiscales-ontologias,processed,oeg-upm,Instituto-Estudios-Fiscales-ontologias,project,False,False,master,2021-10-03T17:38:37+00:00,8,2021-09-30T21:14:12+00:00,2021-09-30T21:37:48+00:00,,,False,False,False,2021-10-03T17:38:37+00:00,inactive,0,
github_com_oeg_upm_ipfs_service,https://github.com/oeg-upm/ipfs-service,processed,oeg-upm,ipfs-service,project,False,False,main,2022-01-26T10:52:57+00:00,6,2022-01-26T10:52:47+00:00,2022-01-26T10:52:57+00:00,,,False,False,False,2022-01-26T10:52:57+00:00,inactive,0,
github_com_oeg_upm_ippcp_ontology,https://github.com/oeg-upm/IPPCP-Ontology,processed,oeg-upm,IPPCP-Ontology,project,False,False,main,2026-07-30T10:59:27+00:00,1,2026-07-28T13:23:08+00:00,2026-07-28T15:26:04+00:00,,,True,True,False,2026-07-30T10:59:27+00:00,active,2,
github_com_oeg_upm_ivhackathonopendatacaceres_upm,https://github.com/oeg-upm/IVHackathonOpenDataCaceres-UPM,processed,oeg-upm,IVHackathonOpenDataCaceres-UPM,project,False,False,master,2018-11-16T09:00:10+00:00,,,,,,False,False,False,2018-11-16T09:00:10+00:00,inactive,0,
github_com_oeg_upm_jarsomatic,https://github.com/oeg-upm/Jarsomatic,processed,oeg-upm,Jarsomatic,project,False,False,master,2023-02-15T21:33:36+00:00,16,2023-02-15T21:33:31+00:00,,,,False,False,False,2023-02-15T21:33:36+00:00,inactive,0,
github_com_oeg_upm_jsonpath_to_sparql,https://github.com/oeg-upm/JSONPath-to-SPARQL,processed,oeg-upm,JSONPath-to-SPARQL,project,False,False,main,2021-10-04T14:05:11+00:00,,,,,,False,False,False,2021-10-04T14:05:11+00:00,inactive,0,
github_com_oeg_upm_k_flares,https://github.com/oeg-upm/k-flares,processed,oeg-upm,k-flares,project,False,False,main,2025-03-03T10:38:36+00:00,,,,,,False,False,False,2025-03-03T10:38:36+00:00,low_activity,0,
github_com_oeg_upm_kehio,https://github.com/oeg-upm/kehio,processed,oeg-upm,kehio,project,False,False,main,2021-07-07T10:45:34+00:00,,,,,,False,False,False,2021-07-07T10:45:34+00:00,inactive,0,
github_com_oeg_upm_kg_reconstruction_eval,https://github.com/oeg-upm/kg-reconstruction-eval,processed,oeg-upm,kg-reconstruction-eval,project,False,False,main,2023-09-01T18:01:29+00:00,,,,v1.0.0,2023-09-01T18:01:29+00:00,False,False,False,2023-09-01T18:01:29+00:00,inactive,0,
github_com_oeg_upm_kg_scenarios_eval,https://github.com/oeg-upm/kg-scenarios-eval,processed,oeg-upm,kg-scenarios-eval,project,False,False,main,2023-07-24T16:33:25+00:00,,,,v1.0.0,2023-07-24T16:25:30+00:00,False,False,False,2023-07-24T16:33:25+00:00,inactive,0,
github_com_oeg_upm_kgc_eval,https://github.com/oeg-upm/kgc-eval,processed,oeg-upm,kgc-eval,project,False,False,master,2022-02-14T16:35:36+00:00,,,,,,False,False,False,2022-02-14T16:35:36+00:00,inactive,0,
github_com_oeg_upm_kgc_tutorial_iswc2020,https://github.com/oeg-upm/kgc-tutorial-iswc2020,processed,oeg-upm,kgc-tutorial-iswc2020,project,False,False,master,2020-11-01T18:55:02+00:00,,,,,,False,False,False,2020-11-01T18:55:02+00:00,inactive,0,
github_com_oeg_upm_kge_domain,https://github.com/oeg-upm/kge-domain,processed,oeg-upm,kge-domain,project,False,False,main,2026-02-05T15:51:22+00:00,,,,,,False,False,False,2026-02-05T15:51:22+00:00,low_activity,0,
github_com_oeg_upm_labsensingarduino,https://github.com/oeg-upm/LabSensingArduino,processed,oeg-upm,LabSensingArduino,project,False,False,master,2020-02-17T14:28:20+00:00,,,,,,False,False,False,2020-02-17T14:28:20+00:00,inactive,0,
github_com_oeg_upm_licensius,https://github.com/oeg-upm/licensius,processed,oeg-upm,licensius,project,False,False,master,2025-06-02T08:29:32+00:00,36,2022-11-16T01:55:10+00:00,,1.0.3,2020-10-24T11:37:23+00:00,False,False,False,2025-06-02T08:29:32+00:00,low_activity,0,
github_com_oeg_upm_linkedopendataine,https://github.com/oeg-upm/LinkedOpenDataINE,processed,oeg-upm,LinkedOpenDataINE,project,False,False,main,2026-06-05T07:36:51+00:00,8,2026-06-04T10:56:39+00:00,2026-06-05T07:36:51+00:00,,,True,True,False,2026-06-05T07:36:51+00:00,active,2,
github_com_oeg_upm_lld_search,https://github.com/oeg-upm/LLD-Search,processed,oeg-upm,LLD-Search,project,False,False,master,2015-08-05T12:46:34+00:00,,,,,,False,False,False,2015-08-05T12:46:34+00:00,inactive,0,
github_com_oeg_upm_llm4oe_slr,https://github.com/oeg-upm/llm4oe-slr,processed,oeg-upm,llm4oe-slr,project,False,False,main,2026-03-04T22:56:44+00:00,,,,llm4oe-slr-version2,2026-01-09T12:25:09+00:00,False,False,False,2026-03-04T22:56:44+00:00,low_activity,0,
github_com_oeg_upm_loom_ld,https://github.com/oeg-upm/loom-ld,processed,oeg-upm,loom-ld,project,False,False,main,2022-07-27T21:17:46+00:00,,,,,,False,False,False,2022-07-27T21:17:46+00:00,inactive,0,
github_com_oeg_upm_lot_resources,https://github.com/oeg-upm/LOT-resources,processed,oeg-upm,LOT-resources,project,False,False,master,2025-06-20T10:15:03+00:00,9,2025-06-20T12:19:10+00:00,,v1.0.0,2025-05-13T12:56:56+00:00,False,False,False,2025-06-20T12:19:10+00:00,low_activity,0,
github_com_oeg_upm_lubm4obda,https://github.com/oeg-upm/lubm4obda,processed,oeg-upm,lubm4obda,project,False,False,main,2025-10-16T09:47:12+00:00,,,,1.0,2022-09-24T14:12:27+00:00,False,False,False,2025-10-16T09:47:12+00:00,low_activity,0,
github_com_oeg_upm_luckylook,https://github.com/oeg-upm/LuckyLook,processed,oeg-upm,LuckyLook,project,False,False,main,2024-03-20T18:18:30+00:00,4,2024-02-14T16:29:11+00:00,2024-02-14T16:29:21+00:00,v1.0.0,2024-01-25T15:56:30+00:00,False,False,False,2024-03-20T18:18:30+00:00,inactive,0,
github_com_oeg_upm_lynx_py,https://github.com/oeg-upm/lynx-py,processed,oeg-upm,lynx-py,project,False,False,main,2021-05-18T14:58:37+00:00,,,,,,False,False,False,2021-05-18T14:58:37+00:00,inactive,0,
github_com_oeg_upm_map4rdf,https://github.com/oeg-upm/map4rdf,processed,oeg-upm,map4rdf,project,False,False,master,2020-02-09T16:17:44+00:00,35,2020-02-09T16:17:43+00:00,,0.0.5,2016-07-29T12:32:09+00:00,False,False,False,2020-02-09T16:17:44+00:00,inactive,0,
github_com_oeg_upm_mapeathor,https://github.com/oeg-upm/mapeathor,processed,oeg-upm,mapeathor,project,False,False,master,2024-05-17T09:34:27+00:00,14,2020-08-03T15:55:54+00:00,2020-08-03T15:56:12+00:00,v1.7.5,2024-05-12T11:27:39+00:00,False,False,False,2024-05-17T09:34:27+00:00,inactive,0,
github_com_oeg_upm_mappingpedia_contents,https://github.com/oeg-upm/mappingpedia-contents,processed,oeg-upm,mappingpedia-contents,project,False,False,master,2019-04-08T11:07:48+00:00,,,,,,False,False,False,2019-04-08T11:07:48+00:00,inactive,0,
github_com_oeg_upm_mappingpedia_contents_test,https://github.com/oeg-upm/mappingpedia-contents-test,processed,oeg-upm,mappingpedia-contents-test,project,False,False,master,2017-12-14T09:27:25+00:00,,,,,,False,False,False,2017-12-14T09:27:25+00:00,inactive,0,
github_com_oeg_upm_mappingpedia_engine,https://github.com/oeg-upm/mappingpedia-engine,processed,oeg-upm,mappingpedia-engine,project,False,False,master,2018-10-22T16:55:10+00:00,132,2018-10-22T16:55:04+00:00,2018-10-22T16:55:10+00:00,v0.0.6,2017-01-10T15:01:44+00:00,False,False,False,2018-10-22T16:55:10+00:00,inactive,0,
github_com_oeg_upm_mappingpedia_engine_commons,https://github.com/oeg-upm/mappingpedia-engine-commons,processed,oeg-upm,mappingpedia-engine-commons,project,False,False,master,2018-11-26T13:59:44+00:00,18,2018-11-26T13:59:38+00:00,2018-11-26T13:59:44+00:00,,,False,False,False,2018-11-26T13:59:44+00:00,inactive,0,
github_com_oeg_upm_mappingpedia_engine_commons_ws,https://github.com/oeg-upm/mappingpedia-engine-commons-ws,processed,oeg-upm,mappingpedia-engine-commons-ws,project,False,False,master,2018-09-04T15:20:19+00:00,2,2018-09-04T15:20:13+00:00,2018-09-04T15:20:19+00:00,,,False,False,False,2018-09-04T15:20:19+00:00,inactive,0,
github_com_oeg_upm_mappingpedia_engine_datasets,https://github.com/oeg-upm/mappingpedia-engine-datasets,processed,oeg-upm,mappingpedia-engine-datasets,project,False,False,master,2018-11-08T12:25:45+00:00,13,2018-10-22T16:14:27+00:00,2018-10-22T16:14:32+00:00,,,False,False,False,2018-11-08T12:25:45+00:00,inactive,0,
github_com_oeg_upm_mappingpedia_engine_datasets_ws,https://github.com/oeg-upm/mappingpedia-engine-datasets-ws,processed,oeg-upm,mappingpedia-engine-datasets-ws,project,False,False,master,2018-09-10T15:29:48+00:00,8,2018-09-10T15:29:42+00:00,2018-09-10T15:29:48+00:00,,,False,False,False,2018-09-10T15:29:48+00:00,inactive,0,
github_com_oeg_upm_mappingpedia_engine_executions,https://github.com/oeg-upm/mappingpedia-engine-executions,processed,oeg-upm,mappingpedia-engine-executions,project,False,False,master,2018-11-08T14:29:56+00:00,12,2018-10-22T16:16:35+00:00,2018-10-22T16:16:41+00:00,,,False,False,False,2018-11-08T14:29:56+00:00,inactive,0,
github_com_oeg_upm_mappingpedia_engine_executions_ws,https://github.com/oeg-upm/mappingpedia-engine-executions-ws,processed,oeg-upm,mappingpedia-engine-executions-ws,project,False,False,master,2018-09-11T13:49:44+00:00,10,2018-09-11T13:49:37+00:00,2018-09-11T13:49:44+00:00,,,False,False,False,2018-09-11T13:49:44+00:00,inactive,0,
github_com_oeg_upm_mappingpedia_engine_mappings,https://github.com/oeg-upm/mappingpedia-engine-mappings,processed,oeg-upm,mappingpedia-engine-mappings,project,False,False,master,2018-11-08T12:19:52+00:00,11,2018-10-22T16:15:22+00:00,2018-10-22T16:15:27+00:00,,,False,False,False,2018-11-08T12:19:52+00:00,inactive,0,
github_com_oeg_upm_mappingpedia_engine_mappings_ws,https://github.com/oeg-upm/mappingpedia-engine-mappings-ws,processed,oeg-upm,mappingpedia-engine-mappings-ws,project,False,False,master,2018-09-10T13:56:31+00:00,7,2018-09-10T13:56:25+00:00,2018-09-10T13:56:31+00:00,,,False,False,False,2018-09-10T13:56:31+00:00,inactive,0,
github_com_oeg_upm_mappingpedia_engine_ws,https://github.com/oeg-upm/mappingpedia-engine-ws,processed,oeg-upm,mappingpedia-engine-ws,project,False,False,master,2018-07-10T15:09:18+00:00,6,2018-07-10T15:09:08+00:00,2018-07-10T15:09:18+00:00,,,False,False,False,2018-07-10T15:09:18+00:00,inactive,0,
github_com_oeg_upm_mappingpedia_userinterface,https://github.com/oeg-upm/mappingpedia-userinterface,processed,oeg-upm,mappingpedia-userinterface,project,False,False,master,2019-04-26T07:02:12+00:00,52,2018-02-28T11:54:57+00:00,2018-02-28T11:55:04+00:00,,,False,False,False,2019-04-26T07:02:12+00:00,inactive,0,
github_com_oeg_upm_maseo,https://github.com/oeg-upm/maseo,processed,oeg-upm,maseo,project,False,False,main,2026-04-30T15:49:53+00:00,26,2026-07-22T13:41:51+00:00,,v1.2,2026-03-17T14:00:23+00:00,True,True,False,2026-07-22T13:41:51+00:00,active,3,
github_com_oeg_upm_massive_ros_creator,https://github.com/oeg-upm/Massive-ROs-Creator,processed,oeg-upm,Massive-ROs-Creator,project,False,False,master,2022-05-04T14:56:50+00:00,,,,,,False,False,False,2022-05-04T14:56:50+00:00,inactive,0,
github_com_oeg_upm_mderanklib,https://github.com/oeg-upm/mderanklib,processed,oeg-upm,mderanklib,project,False,False,main,2025-02-18T14:37:33+00:00,,,,,,False,False,False,2025-02-18T14:37:33+00:00,low_activity,0,
github_com_oeg_upm_mgds_ids,https://github.com/oeg-upm/mgds-ids,processed,oeg-upm,mgds-ids,project,False,False,main,2020-12-17T10:27:53+00:00,,,,,,False,False,False,2020-12-17T10:27:53+00:00,inactive,0,
github_com_oeg_upm_mirror,https://github.com/oeg-upm/MIRROR,processed,oeg-upm,MIRROR,project,False,False,master,2019-01-08T14:39:29+00:00,6,2015-11-04T16:09:59+00:00,2015-11-05T12:35:54+00:00,v1.1.3,2015-02-24T17:08:29+00:00,False,False,False,2019-01-08T14:39:29+00:00,inactive,0,
github_com_oeg_upm_mobileage_platform_example,https://github.com/oeg-upm/mobileage-platform-example,processed,oeg-upm,mobileage-platform-example,project,False,False,master,2022-12-08T02:15:46+00:00,12,2022-12-08T02:15:46+00:00,,,,False,False,False,2022-12-08T02:15:46+00:00,inactive,0,
github_com_oeg_upm_mobility,https://github.com/oeg-upm/mobility,processed,oeg-upm,mobility,project,False,False,main,2022-04-12T17:47:45+00:00,,,,,,False,False,False,2022-04-12T17:47:45+00:00,inactive,0,
github_com_oeg_upm_morph_csv,https://github.com/oeg-upm/morph-csv,processed,oeg-upm,morph-csv,project,False,False,master,2023-01-07T01:34:55+00:00,58,2023-01-07T01:34:53+00:00,,v1.1.0,2020-11-06T10:08:08+00:00,False,False,False,2023-01-07T01:34:55+00:00,inactive,0,
github_com_oeg_upm_morph_gft,https://github.com/oeg-upm/morph-gft,processed,oeg-upm,morph-gft,project,False,False,master,2013-12-06T13:17:58+00:00,,,,,,False,False,False,2013-12-06T13:17:58+00:00,inactive,0,
github_com_oeg_upm_morph_ome,https://github.com/oeg-upm/Morph-OME,processed,oeg-upm,Morph-OME,project,False,False,master,2023-05-01T21:03:56+00:00,40,2023-05-01T21:03:55+00:00,,v.2.1,2021-03-31T23:07:36+00:00,False,False,False,2023-05-01T21:03:56+00:00,inactive,0,
github_com_oeg_upm_morph_rdb,https://github.com/oeg-upm/morph-rdb,processed,oeg-upm,morph-rdb,project,False,False,master,2023-07-07T21:56:29+00:00,76,2023-07-07T21:56:29+00:00,,v3.12.5,2019-09-20T15:44:51+00:00,False,False,False,2023-07-07T21:56:29+00:00,inactive,0,
github_com_oeg_upm_morph_skyline,https://github.com/oeg-upm/morph-skyline,processed,oeg-upm,morph-skyline,project,False,False,master,2022-06-21T04:05:42+00:00,7,2022-06-21T04:05:41+00:00,,v1.0,2020-08-06T09:10:16+00:00,False,False,False,2022-06-21T04:05:42+00:00,inactive,0,
github_com_oeg_upm_morph_streams,https://github.com/oeg-upm/morph-streams,processed,oeg-upm,morph-streams,project,False,False,master,2014-05-22T21:48:05+00:00,,,,,,False,False,False,2014-05-22T21:48:05+00:00,inactive,0,
github_com_oeg_upm_morph_streams_web,https://github.com/oeg-upm/morph-streams-web,processed,oeg-upm,morph-streams-web,project,False,False,master,2015-12-28T21:25:29+00:00,,,,,,False,False,False,2015-12-28T21:25:29+00:00,inactive,0,
github_com_oeg_upm_morph_website,https://github.com/oeg-upm/morph-website,processed,oeg-upm,morph-website,project,False,False,master,2022-06-08T12:03:33+00:00,46,2022-02-28T04:05:46+00:00,,,,False,False,False,2022-06-08T12:03:33+00:00,inactive,0,
github_com_oeg_upm_mustdrifter,https://github.com/oeg-upm/mustdrifter,processed,oeg-upm,mustdrifter,project,False,False,main,2026-08-03T10:30:18+00:00,,,,v1.0.0,2026-05-26T11:18:38+00:00,True,False,True,2026-08-03T10:30:18+00:00,active,1,
github_com_oeg_upm_ner4soft,https://github.com/oeg-upm/ner4soft,processed,oeg-upm,ner4soft,project,False,False,main,2022-05-17T18:08:07+00:00,15,2022-05-16T19:44:11+00:00,2022-05-17T18:08:07+00:00,,,False,False,False,2022-05-17T18:08:07+00:00,inactive,0,
github_com_oeg_upm_neurograph,https://github.com/oeg-upm/NEUROGRAPH,processed,oeg-upm,NEUROGRAPH,project,False,False,main,2026-07-16T13:10:56+00:00,,,,,,True,False,False,2026-07-16T13:10:56+00:00,active,3,
github_com_oeg_upm_oatapi,https://github.com/oeg-upm/oatapi,processed,oeg-upm,oatapi,project,False,False,main,2022-08-07T19:30:00+00:00,,,,Latest,2022-06-13T09:53:08+00:00,False,False,False,2022-08-07T19:30:00+00:00,inactive,0,
github_com_oeg_upm_odrl_lib,https://github.com/oeg-upm/odrl-lib,processed,oeg-upm,odrl-lib,project,False,False,main,2025-04-30T09:58:26+00:00,,,,,,False,False,False,2025-04-30T09:58:26+00:00,low_activity,0,
github_com_oeg_upm_oeg_service_status,https://github.com/oeg-upm/oeg-service-status,processed,oeg-upm,oeg-service-status,project,False,False,main,2026-09-23T12:00:28+00:00,4,2026-08-31T13:28:24+00:00,2026-08-31T13:32:36+00:00,,,True,True,False,2026-09-23T12:00:28+00:00,active,4,
github_com_oeg_upm_oeg_software_graph,https://github.com/oeg-upm/oeg-software-graph,processed,oeg-upm,oeg-software-graph,project,False,False,main,2024-06-08T18:47:11+00:00,,,,v1.0.0,2023-07-04T17:35:02+00:00,False,False,False,2024-06-08T18:47:11+00:00,inactive,0,
github_com_oeg_upm_oeg_upm_github_io,https://github.com/oeg-upm/oeg-upm.github.io,processed,oeg-upm,oeg-upm.github.io,website,False,False,master,2015-03-08T20:05:30+00:00,,,,,,False,False,False,2015-03-08T20:05:30+00:00,inactive,0,
github_com_oeg_upm_ontologia_ciberseguridad,https://github.com/oeg-upm/ontologia-ciberseguridad,processed,oeg-upm,ontologia-ciberseguridad,project,False,False,master,2018-12-20T14:54:31+00:00,,,,,,False,False,False,2018-12-20T14:54:31+00:00,inactive,0,
github_com_oeg_upm_ontologia_miurba,https://github.com/oeg-upm/ontologia-miUrba,processed,oeg-upm,ontologia-miUrba,project,False,False,main,2026-08-21T11:47:44+00:00,,,,,,True,False,False,2026-08-21T11:47:44+00:00,active,1,
